Star Rating,Review Text,Time Since Review,Date Of Review,Time Period,Service type,Meal type,Price per person,Food,Service,Atmosphere,Recommended dishes,Parking space,Parking options,Kid-friendliness
5 stars,Gloria was great,5 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
2 stars,"For the cost of the food, I was expecting an amazing food,my friends ordered de lobster chowder and it tasted like dirt. The lobster she order as main dish was good, but not incredible. The server on the other hand was great! Disappointed…",5 days ago,,09-Feb-2025 to 15-Feb-2025,,,$60–70,2.0,5.0,3.0,,,,
5 stars,One of the best dinner and the most interesting and funny conversation… thank you coast and thank you khalil for sharing this moment … will be back soon,6 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Our amazing server Gloria made the happy hour happier!,6 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Food food, but more importantly, great service by Gloria. Thank you :)",6 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Laura is a complete rockstar, she is bar none. She completely made our experience. The food and atmosphere were good, but Laura truly made this experience exceptional this time around as I’ve been here a handful of times before this but nothing compared to this experience. Laura was professional, friendly, kind, attentive, knowledgeable, and not to mention killer smart and beautiful!

If you ever dine here, request Laura. You will not regret it!! Thank you Laura for everything!",6 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Fish, Sushi",,,
5 stars,"Great service by Gloria m, and delicious oysters",6 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$50–60,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,"Excellent service from our server Gloria, and the food was amazing!",6 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$20–30,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,Stephen our server is the best.  He is amazing!,6 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$100+,5.0,5.0,5.0,Cake,,,
5 stars,Great spot and impeccable service. Jesse was great,a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"My family and I had dinner at Coast to celebrate a birthday and we had a wonderful time. The service from Laura was outstanding, she was very thoughtful and kind. The food was delicious, we all enjoyed the lobster and desserts. I would highly recommend dining here.",a week ago,,09-Feb-2025 to 15-Feb-2025,,,,,,,,,,
5 stars,Sam was amazing  and the food was sublime,a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,One of the best happy hours in the city.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Other,$30–40,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Wagyu Beef Carpaccio, Coast, Calamari, Sushi, Lobster Roll, Carpaccio",,,
5 stars,"The food was amazing!!!! Thank you Sam for the perfect service.
OBD",a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Sam was wonderful!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$50–60,4.0,5.0,4.0,Sushi,,,
5 stars,Sam was fantastic- she took great care of us. I also loved her hair :),a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$20–30,5.0,5.0,5.0,,,,
5 stars,We had Ben W. as our server and it was a wonderful time! Good food and a cozy atmosphere.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$50–60,5.0,5.0,5.0,,,,
5 stars,"I had a wonderful experience at Coast! Laura was an amazing server - she made our entire evening so smooth. I never had to wait around to ask for water or order more food, she was always super attentive!",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$50–60,5.0,5.0,5.0,"Beef Carpaccio, Cake, Sushi",,,
5 stars,My husband and I came to Coast for our anniversary and tried the dine out Vancouver menu. The food was very good and beautifully plated. We were served by Laura who was very kind and helpful. She helped me choose a drink and was kind enough to modify it to my preference. She even brought us an extra dessert four our anniversary even though the dine out menu included dessert. The staff here is always so knowledgeable and professional and we always enjoy dining here,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$70–80,5.0,5.0,5.0,,,,
5 stars,The food was delicious. Our waitress Laura was a excellent server and helped elevate our experience. We will be adding this restaurant to our date night selection.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,,5.0,5.0,5.0,"Crab Dip, Oysters on the Half Shell and Lemon Drop, Calamari, Creme",,,
5 stars,"Great meal for a night out in Vancouver. Peter our server was attentive and friendly!
Loud and busy restaurant and our small table was directly next to the servers station so felt a little less intimate. Overall lovely experience.",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,4.0,,,,
5 stars,Our waiter Khalil was amazing! He made our experience so much better when the food was already incredible on its own. The management team was also very present with our table and I really appreciated that. Thank you Coast team for a great night!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$70–80,5.0,5.0,5.0,Crab Dip,,,
5 stars,The food was delicious and our server Andrea was great! We’ll come back!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$70–80,5.0,5.0,5.0,"Coast, Fish",,,
5 stars,Peter provided an amazing service! The food and drinks were incredible and the ambiance was great! We had a wonderful night!,a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"We had a fantastic dinner at Coast and it’s my first time as well. Our server, Andrea, did a great job! Andrea was incredibly attentive, friendly, and made sure we had a great experience. The food was delicious and the atmosphere was great. We’ll definitely be coming back—highly recommend Coast for a great dining experience!",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,5.0,,,,
5 stars,Our server was Gloria! The experience was excellent. Will be back soon!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$90–100,5.0,5.0,5.0,,,,
5 stars,Peter was a fabulous waiter,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$30–40,5.0,5.0,5.0,"Crab Dip, Coast, Seafood Tower, Fish, Sushi",,,
5 stars,Our server Stephen is excellent.   Very accommodating and passionate about his skills. He had an eye for finding detail when it came to accommodating our culinary outing.  A true champion in reading the situation.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,,,,,,,,
5 stars,Caili is the coolest hottest most fun server! Obsessed with her and the happy hour here 🩷,a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Hand the best happy hour at Coast. Our server Caili was so much fun! She was very knowledgeable about the menu, very tentative and a great time. I will definitely be coming back!",a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Caili was amazing!! Made our girls night so amazing and fun! Also happy hour is such a great price, definitely agree.",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,"Came for the food, stayed for Ben.w",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$10–20,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,Caili was the best server I could have asked for she was so attentive and caught everything. Give this girl a raise,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$40–50,5.0,5.0,5.0,Coast,,,
5 stars,Caili was the most amazing server!!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$40–50,5.0,5.0,5.0,"Coast, Sushi",,,
5 stars,Ben W was a great server!! He did a fantastic job :),a week ago,,09-Feb-2025 to 15-Feb-2025,,,$30–40,5.0,5.0,5.0,,,,
5 stars,"If you love oysters and a great experience, definitely go see Oscar at Coast",a week ago,,09-Feb-2025 to 15-Feb-2025,,,,,,,,,,
5 stars,We truly enjoyed here. Our server Stephen provided significant service. His recommendation was perfect. I highly recommend here.,a week ago,,09-Feb-2025 to 15-Feb-2025,,Brunch,,5.0,5.0,5.0,,,,
5 stars,Stephen was the best server!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Brunch,$20–30,5.0,5.0,5.0,,,,
5 stars,I got an experience in here for the first time. Stephen was so nice and kind. My friends and i was so satisfied. I would like to come again soon.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Brunch,$20–30,5.0,5.0,5.0,,,,
5 stars,"Wonderful Dine Out experience — the food was delicious and the portions were generous. Our server, Andrea, was lovely (and it was only his second shift!) We loved the June 20th mocktail, but we’re dying to know what the name is in reference to. Can anyone solve the mystery for us?",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,4.0,,,,
5 stars,Isabelle was our server tonight and she was absolutely amazing! Food was great as always and they always serve the best martinis!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$70–80,5.0,5.0,5.0,"New England Clam Chowder, Wagyu Beef Carpaccio, Seafood Tower",,,
5 stars,"We had a fantastic experience at Coast during Dine Out Vancouver, thanks to our amazing server, Laura! She was warm, attentive, and had a great sense of humour, making our night even more enjoyable. The food was delicious, but Laura’s outstanding service truly made it unforgettable. We’ll definitely be back!",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,5.0,,,,
5 stars,"Laura our server is super great, very accommodating to our needs! 2-thumbs up!👍👍",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,4.0,"Calamari, Fish, Cake",,,
5 stars,Laura is awesome! Thank you!,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$60–70,5.0,5.0,5.0,"Coast, Calamari, Fish, Cake",,,
5 stars,"Laura was incredibly attentive, personality was amazing! Definitely need to sit in her section! Oh and food was amazing",a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Franklin and Ben were exceptional.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$30–40,5.0,5.0,5.0,,,,
5 stars,I was served by Stephen and he was fantastic. Me and my friend did not have to waive for more drinks as well as the food. I could feel that he was focusing on the customers. I would definitely go back for the food and the service I received from Stephen.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Other,$60–70,5.0,5.0,5.0,,,,
5 stars,Joshua was phemonomenal,a week ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Okay so, Caili was our server and honestly, hands down the best service I have experienced in such a long time, possinly ever. I thought good service had died. It's been vacant for a while, but she gave me hope this evening. I'm so grateful she guided me towards the crab cake because it was insanely delicious and the salmon gnocchi was epic. It was like I was eating flavor pillows. Huge fan of this restaurant, food and service. I will definitely come back but probably will call ahead to see when she's working. I'm sure there's good servers out there but I don't want to gamble.

Muchos graciassssss 🙏☀️",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$70–80,5.0,5.0,5.0,"Fish, Cake",,,
5 stars,Our waiter was not only attentive and efficient his looks didn’t hurt either. He did an amazing job; he was very informative and friendly.,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,Coast is excellent! Thank you so much Andrea and Lindsey for great help and service. The food is wonderful. I had such a great time in a fantastic restaurant,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$90–100,5.0,5.0,5.0,"Coast, Fish, Cake, Sushi",,,
5 stars,Andrew is awesome. Food was amazing,a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,5.0,"Coast, Calamari, Cake, Sushi",,,
5 stars,Wonderful dine in night. Thanks,a week ago,,09-Feb-2025 to 15-Feb-2025,,Dinner,,5.0,5.0,5.0,,,,
5 stars,"Jacob Jule was amazing. The food was great too, but Jacob made the whole experience on another level. If you ever visit, go see him, you won’t regret it.",a week ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,Plenty of parking,Paid parking lot,
5 stars,"Great place
As soon as you step in, you'll feel like you want to become a regular guest 😏  For sure
I usually sit at the bar where you can enjoy oyster shucking right in front of you ,- it's so fun ,guys literally can go thousands of them.
By the way, bar team is amazing,  will always recommend something special and new
Menu has so many food options it's complicated to choose one
Anyway,  come to coast and see yourself, you'll not regret
🍻 cheers",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$40–50,5.0,5.0,5.0,,Plenty of parking,Paid parking lot,
5 stars,Andrea was amazing. Perfect service.,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$60–70,5.0,5.0,5.0,,,,
5 stars,"Great service from Andrea, lobster meal was great, only complaint would be that the mash felt a little bland, perhaps by design to offset the richness of the lobster sauce. Regardless, a good dining experience as always.",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$70–80,4.0,5.0,5.0,,,,
5 stars,"Love this spot. Great food, ambience, and amazing service. The sablefish and our server Andrea were the highlight of this meal. Will be back again.",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,5.0,,,,
5 stars,"My daughter and I had dinner at Coast on Alberni Street last evening, and it was a fantastic experience! The 3-course lobster dinner was an incredible deal at just $65. Both the food and the atmosphere were outstanding. Our server, Lora, was fabulous—attentive, friendly, and made our evening even more enjoyable. We had a wonderful time and will definitely be back!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,I go back for the Risotto it is my go to  It is just done to perfection    The sushi bar excellence,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,"⭐️⭐️⭐️⭐️⭐️ “Stephen: The Oyster Oracle”

Stephen doesn’t just serve oysters—he summons them from the depths with an almost mystical finesse. His shucking skills? Flawless. His knowledge? Encyclopedic. His enthusiasm? Downright contagious.

By the time he’s done describing your oysters, you’ll feel like they’ve been personally selected by Poseidon himself. If you haven’t had oysters from Stephen, are you even living?",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"The food was okay.. basically not super good. We ordered a clam chowder, lobster bisque, lobster and carbonara. The clam chowder was pretty good but besides that everything else was below mid. The lobster was overcooked and cold especially but our server Peter was so nice and so attentive. He got us hot water and constantly made sure we never had an empty glass of it as me and my partner were sick. He’s an amazing server and he looked after us perfectly. If Peter wasn’t serving us at the level he did this rating would be a 1 star. Thank you for everything Peter",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,2.0,5.0,4.0,,,,
5 stars,"Great place definitely recommend and my server Stephen was honestly amazing.
Go you won’t regret it.",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$30–40,5.0,5.0,5.0,,,,
5 stars,"Great happy hour. Stephen was our server and he was amazing! Very professional, friendly and attentive. Will be back!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,5.0,5.0,5.0,,,,
4 stars,"Stephen’s service was impeccable. Had such a great experience.

Happy Hour options are also great.",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Other,$30–40,4.0,5.0,4.0,Coast,,,
5 stars,"You like good food? You like happy hour? Well this place has you covered. Best happy hour in Vancouver, no questions asked. Beers, oysters, calamari and Brussel sprouts...or pay the same for Veras, dummies. Big shout out to Stefan",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Sam was great!!,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$80–90,5.0,5.0,5.0,"Coast, Sushi",,,
5 stars,Our waitress Sam was amazing and attentive!  Best service ever! We would love to be seated in her area all the time.,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Other,$100+,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Wagyu Beef Carpaccio, Sushi",,,
5 stars,The food and service were absolutely outstanding! A big thank you to Laura for taking such great care of our table. Her attentiveness and friendly service really made our experience memorable. We'll definitely be back!,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$60–70,5.0,5.0,5.0,,,,
5 stars,Happy hour at Coast is the best! Amazing service from Franklin and Amay!!,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Lunch,$60–70,5.0,5.0,5.0,,,,
3 stars,"Food was quite bland, had the lobster menu on a Sunday. Server spilled a drink on my partners phone that was on the table. Overall the experience and food was ok. Not worth the price they charged!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$100+,3.0,3.0,4.0,,,,
5 stars,"Stopped by for lunch with a friend and had a great time! Food was delicious with plenty of options, including happy hour on the weekend. We received outstanding service from Stephen - he was incredibly attentive and friendly and made sure we had everything we needed. We also really enjoyed chatting with him as he was so personable and made us feel welcome! I recommend this place, especially during happy hour. We’ll definitely be back :)",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Brunch,$30–40,5.0,5.0,5.0,,,,
5 stars,"My friend and I went here for a brunch date but unfortunately, weekend brunch wasn’t offered anymore. They still have eggs benny off menu, and they have an extended happy hour on the weekends. Stephen was really nice and friendly, super helpful and recommended a lot of options. It was lovely that he chatted with us whenever he could, which added to our experience. It was my first time here and I will definitely come back! Their beef carpaccio was really good, oysters and hamachi crudo were both fresh. Smoked salmon eggs benny flavours blended well, but the side salad was a bit overdressed. Still top notch service and atmosphere!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Lunch,$30–40,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Carpaccio",,,
5 stars,Best server Stephen!!,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Brunch,$100+,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Coast, Calamari",,,
5 stars,Friendly and efficient . Super great service,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Brunch,$70–80,5.0,5.0,5.0,"Coast, Calamari",,,
5 stars,Came for happy hour and dinner with my family and had a great time! Food is delicious with a nice selection for happy hour. Our server Stephen was great! Very personable and attentive,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,,,,,,,
5 stars,"Laura was amazing! Andrea was great!
Will definitely be back.",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Great first experience during the Dine Out Vancouver event! Service and our server Sam was top notch. Would recommend!!,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$60–70,5.0,5.0,5.0,Fish,,,
5 stars,"Great food, it was delicious. Would recommend to friends and fam. Even better atmosphere and service from Isabel. Checked up on us often and made sure we’re doing great! Thanks Isabel!!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Other,$20–30,5.0,5.0,5.0,"Calamari, Fish, Sushi",,,
5 stars,"The food was fantastic, but what really stood out was the amazing service we received. Isabel was exceptional—attentive, friendly, and made our experience even better. Highly recommend this place, and we'll definitely be back to see her again for such great service!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,,$30–40,5.0,5.0,5.0,"Calamari, Fish, Sushi",,,
5 stars,"The staff was very friendly and the food was very delicious.
It was a good choice for the last dinner of the trip.",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,5.0,,,,
4 stars,"This is a beautiful restaurant in the heart of downtown Vancouver. We last visited during Dine Out 2025, and enjoyed the menu options. We were visited by 6 different host/servers which was a little much, but they were all kind and quick to clear everything from our table. Thanks for having us!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$50–60,5.0,4.0,5.0,"Wagyu Beef Carpaccio, Lobster Roll",,,
5 stars,"I had reserved a party of 5 on Jan 26. My party and I had gotten off work from the AM so some of us came slightly under dressed but were still graciously welcomed and brought to our table.
My party and I have been looking for places to eat in downtown as we work back of the house at a restaurant in Richmond. Our Server, Ben W, was excellent at taking care of us. Upon learning that we came all the way from Richmond looking for places to eat, he had suggestions for some places for us that are in the area. We took note of the places and added it to our list for the next time we come together in downtown.

The food and drinks, excellent. We had ordered the carpaccio, calamari and crab cake on top of ordering from the Lobster menu. Some of us added the surf and turf which was a 10oz striploin. The lobster louie, lobster roll, lobster thermidor, and lobster pasta came out perfectly. We found that the lobster was cooked perfectly and not chewy. Calamari was tender. Crabcake was great. The one thing that we were unsure of was the crostini for the carpaccio, the size and how thin wasnt our favorite but the carpaccio itself was great.  The banana&coconut cake  was a nice finishing touch to our dinner. We had stellas and they came in a chilled glass that were a game changer.

The atmosphere was a 10. Good vibe and all the tables around us seemed to be having a good time. Really happy with how the place looked and how good i felt being there.

It was overall a really good expereince and look forward to coming again.",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Stephen was our server, The oysters were amazing and the service was even better. He alone is the reason my wife and I will return. We’re hungry for more service like his!",2 weeks ago,,02-Feb-2025 to 08-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Such great food and Stephan was the best!,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$30–40,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,Sallie was a very helpful waitress.  Her recommendations were fantastic.  She made our dinning experience one to remember.,2 weeks ago,,02-Feb-2025 to 08-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,5.0,"Calamari, Sushi",,,
5 stars,Fish and chips cones are a must!!!,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$40–50,5.0,5.0,5.0,"Seafood Tower, Sushi",,,
5 stars,First time here and was treating phenomenal. Khalil was simply amazing. Would come back just to have him as my server. Thank you Khalil!!,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$70–80,5.0,5.0,5.0,,,,
5 stars,Gloria was amazing. Some of the best customer service I’ve ever had.,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,,,,,,,,
5 stars,"I had a fantastic first-time dining experience at Coast with some coworkers last November. We indulged in their lobster menu, which offered incredible value. The quality was top-notch! A special shoutout to Emma Jo and Josh for their exceptional hospitality—Emma Jo treated us to complimentary amuse-bouches, and Josh with free champagne. I will definitely come here again!",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,$60–70,5.0,5.0,5.0,1lb Lobster West Coast Dinner Main,,,
5 stars,"WOW. What can I say? Tonight with Isabel was the experience of a lifetime and I could not have possibly imagined a more fun, upbeat experience for a Sunday night out. Her capacity and warmth were both exceptional and impressive and she deserves her stars! She’s also very funny haha

Highly recommend that you request to sit wherever she is! You will not be disappointed and you’re welcome.",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,$100+,5.0,5.0,5.0,"New England Clam Chowder, Warm Banana & Coconut Butter Cake & Creme Brulee, 1lb Lobster West Coast Dinner Main, Beef Carpaccio, Seafood Tower, Calamari",,,
5 stars,Andrew was great.,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Stephen was my birthday server and man was he the BEST!,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,,5.0,5.0,5.0,,,,
4 stars,"Salmon welly’s texture was a little mushy in the inside but flavours good. Sticky pudding’s flavor a little bit ginger is too strong. But all in all good experience. Peter was excellent with his service and his singing voice for my birthday made me feel really special!!! Love Coast. Will
Be back soon!",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,Dinner,$40–50,3.0,5.0,4.0,"Coast, Cake",,,
5 stars,"Our waiter Stephen was absolutely amazing and accommodating. We went for a birthday dinner and he even surprised us with a birthday cake at the end, going above and beyond tending to our needs.
The rest of the staff that brought our food were friendly and cleaned along the way, food was amazing and perfect portions that we could try everything at an amazing price at happy hour. Overall 10/10 and will be back, thank you for making an amazing dinner we will remember. :)",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$30–40,5.0,5.0,5.0,"Crab Dip, Coast, Calamari, Cake",,,
5 stars,"Aimee was the best. Warm, attentive and professional

Ryan did ok too as always ;)",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Aimee & Ryan behind the bar were fantastic,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,$60–70,5.0,5.0,5.0,Fish,,,
5 stars,From start to finish exceptional service.  The food was excellent! Will be back on my next visit to BC.,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Other,$40–50,5.0,5.0,5.0,"Crab Dip, Oysters on the Half Shell and Lemon Drop, Wagyu Beef Carpaccio, Calamari",,,
1 star,"The lobster deal was too good to be true, don’t waste your money. The food was awful, especially the lobster was the most rubbery, overcooked thing I’ve ever had, and the pasta was so overcooked it felt like mashed potatoes. The dessert was mediocre at best. To top it off, I was seated right next to the restroom, which had people constantly coming in and out. The smell from the restroom fragrance was unbearable, and the bathroom itself was dirty. The only redeeming things were the rolls, which were pretty good, and the drink, which was decent. Overall, it’s just not worth it better to go somewhere else. Plus, the service is far from welcoming from the moment I walked in, server felt overwhelmed by all the tables she had. Just didn’t feel welcome at all.",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Lunch,$80–90,1.0,1.0,1.0,,,,
5 stars,We had a private event on and we had the best time ! We had a rowdy crew and Peter and staff really vibed with us. Peter was incredible and made it such a great experience for us.,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,5.0,"Coast, Fish, Coconut, Cake",Plenty of parking,Paid parking lot,
5 stars,Laura is amazing! We came here for our anniversary and she made it so special. Fantastic food and great service. Sit with her if you can!,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Our severs Caili and Kheleil were absolutely phenomenal. I come here often and they were head and shoulders above the standard. By the the way the standard is excellent so this is saying a lot.,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"The food is so delicious, and BenW is awesome!",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,$30–40,5.0,5.0,5.0,,,,
5 stars,"Happy hour meals can make you feel super full
The service staff BenW is very friendly
The sour beans accidentally fell into my water glass, and they actually helped me change the water ~ Not bad!",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Stephen was amazing!,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
4 stars,"A bit loud as we have a party of 6 next to us. Isabelle was lovely, personable and attentive. Food was not good but not excellent. Fat on the prime rib wasn't rendered enough but the glaze was delicious and dessert phenomenal.",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$80–90,4.0,4.0,4.0,Sauce,,,
5 stars,Wonderful food and service! Great for a group!,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,,5.0,5.0,5.0,,,,
5 stars,"Peter was amazing, extraordinary service! The food was delicious, must have the tuna belly nigiri. Thank you Peter!",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,Another tremendous experience at Coast. Lobster dinner was awesome and our server Sallie was great.,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$60–70,5.0,5.0,5.0,"1lb Lobster West Coast Dinner Main, Calamari",,,
5 stars,Thanks Laura B!!! You provided a perfect dining experience for us :),3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,5.0,"Coast, Cake",,,
